reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9c1d631f-ca38-4f5d-a965-bdf5d6641138,KN Chachan,https://play-lh.googleusercontent.com/a-/ALV-UjXLeoWyQEyxUfMguaFIi_n41X4errDL1v8zP1enk29VTohWJv6m,"Pesan go food 1 jam lebih gada yg ambil. Kasian restoran nya udah nyiapin, saya sampe order 2x karena penjualnya bilang suruh order ulang kalo ga dapet driver. Malah katanya kalo ga dapet lg mau dianter, padahal lumayan jauh dan udah tengah malem Buang buang waktu bgt serius, lebih baik di ubah deh kebiasaan kaya gini Menghubungi cs juga ga ngaruh apa apa, tidak membantu sama sekali, mau ngajuin keluhan tiba tiba ""chat di tutup"". Sat bgt",1,50,5.12.1,2025-03-08 16:24:53,"Mohon maaf atas kendalanya, Kak @KN Chachan. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-03-08 16:40:21,5.12.1
d33febfc-19be-4910-8a37-d0eb20d13d5f,dianne Ruslan,https://play-lh.googleusercontent.com/a-/ALV-UjVhbmDyEhD8_DfnvoZZrK3hqnbxdFMNPPfWT7h2hc1pyx91HYlyJA,"Aplikasi ngak jelas, mau belanja di hypermat dan Alfagift ngak bisa pakai Gopaylater. Padahal selalu bayar tagihan awal, Gopaylater cuma bisa dipakai di Tokopedia dan Gojek itu sendiri. Padahal Shopeepaylaterku bisa dipakai disemua aplikasi belanja, beda banget dahh. Perusahan ngak mampu gaji CUSTOMER SERVICE buat KELUHAN dan LAYANAN PELANGGAN yah? Percuma loe kasih link support, masa jawabanya karena akunku tidak terdaftar diGopaylater? Padahal gue udah pakai Gopaylater lebih dari 3 tahun!",1,20,5.12.1,2025-03-11 06:57:38,"Hai Kak Dianne, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-25-069-1036-59776 di subjek email, ya. ^Maura",2025-03-10 10:37:08,5.12.1
86768a80-1011-4416-a373-1d09f21d355b,Refika Syallomitha Anggraeni,https://play-lh.googleusercontent.com/a-/ALV-UjXLmRkPTxY0TTCw5l-FoswkDO5hNh0BFhn8ho_PtGzYOboSyG02Mg,"Kecewa berkali2 sama gojek, pesen makan ga dapet dapet driver padahal tempat saya dan makanannya strategis dan tetap berkali kali ngga dapet driver padahal sudah coba pakai mode reguler dan mode cepat tapi tetap ga ada hasil. Tolong di tingkatkan lagi lah",1,162,5.7.2,2025-01-24 06:28:04,"Mohon maaf atas ketidaknyamanannya, Kak Refika. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maura",2025-01-24 06:36:40,5.7.2
363aa0ac-1c7c-4e36-97ab-86ff32b724aa,Ajeng Lingga,https://play-lh.googleusercontent.com/a/ACg8ocJaDCsQnDbkqtFwJ9vel3fqenClekPtCtrz-DX9fpJJYF7gRg=mo,"Sangat kecewa. Nunggu gofood lama2 gak ada kejelasan. Kalo gak ada driver harusnya bisa dari awal aja terdeteksi d dekat resto gak ada, jadi konsumen bisa dikasih tau dan bisa langsung cancel. Mana kelaperan nungguin yg gak pasti. Masalahnya estimasi waktu berjalan 40 menit, d menit terakhir stuck sampe setengah jam lebih.",1,31,5.11.1,2025-02-24 19:57:16,"Mohon maaf atas kendalanya, Kak Ajeng. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Melisa",2025-02-24 23:29:24,5.11.1
d7e634d2-8c42-40b6-8543-c50db2182eca,Nurzen Muhammad,https://play-lh.googleusercontent.com/a/ACg8ocIsRj_s7hbQAB91VP8a9GfDGKtm9wdrbmyai_Xeg5qtOWsa=mo,Aplikasi yg sangat membantu permudah transaksi apapun dgn riwayat pengeluaran/pemasukkan yg terinci setiap bulannya. Mohon utk top up ke E money bisa diberikan jaminan bila kita sdh terkirim tapi di E money belum masuk berarti kita yg dirugikan mestinya bisa diretur kembali spt bila kita transaksi di Tokopedia bila ada pembatalan dr pemesan ataupun pihak penjual nya. Itu saja koreksi dr kami,5,40,5.13.1,2025-03-10 07:18:08,,,5.13.1
48a4f46c-c540-4f06-a097-5437afbdac24,Dewita Nur Wulandari,https://play-lh.googleusercontent.com/a-/ALV-UjUaHOLSIkUY2KuL2djt7rGPfrhk1AFiAGDiMfHGxVf09GHPX3Iv,"pesan makan udh sejam tp gaada driver yang mau ambil, padahal metode pembayaran udah reguler loh. tindak lanjuti lah masalah driver yang suka skip orderan itu. menyebalkan sekali buang buang waktu banget. semuanya lelet dan menyebalkan. masalahnya ini gak sekali dua kali aja terjadi, sesering itu. saya pesan makan di jam 7, baru sampe ke rumah di jam 10an.",1,74,5.10.1,2025-02-22 11:55:04,"Mohon maaf atas kendalanya, Kak Dewita. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Miko",2025-02-22 13:28:31,5.10.1
4733ef65-2c4c-44ba-b248-0553e02bb132,Agus Supriadi,https://play-lh.googleusercontent.com/a-/ALV-UjWrqYedO6_vioTTUmF5C5yAIPI9h-5x-_fV1OB_YFSbwo9e9y-3,"Menurut ku matiin aja paket hemat nya,, hemat sih hemat tapi datang selalu terlambat,,, masa nunggu sampe 1 jam lebih. Tolong deh kaya dulu langsung aja klik pesan langsung muncul harga pesanan ny.. kcewa. Ga sesuai waktu, satu menit di sini tapi di aplikasi sama dengan 5 mnit perbedaan nya",1,128,5.6.1,2025-01-11 16:52:10,"Hai Kak Agus, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-01-11 23:51:19,5.6.1
e90543af-ed0c-4ada-8163-432c2fc41875,Eliyah Zulfa,https://play-lh.googleusercontent.com/a/ACg8ocJpFKRHMLMfZb_4QOF4HMlBdoBS57YYdRbkkvBrm0a4QQrKVg=mo,gimana sih uda pake gofood express buat buka puasa tapi udah 1 jam ga nyampe nyampe. padahal lokasi nya deket. ini saya sampai ga buka buka ini. mau di cancle tapi kok gabisa. Kapan hari saya juga pesan go car driver nya juga ugal ugal an kalo nyetir. mana driver nya terlalu kepo sama urusan pribadi. bikin ga nyaman,1,7,5.14.2,2025-03-16 11:33:45,"Hai Kak Zulfa, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-03-16 12:34:03,5.14.2
792124a6-1bd5-40d2-9345-414f9f73be18,amygos,https://play-lh.googleusercontent.com/a/ACg8ocKYaZdghUtVuBlohT1_RxVlx0ySa8YhmGf9LmEf2yP7FJZLCRU=mo,"Sy pernah pesan gocar, trus driver minta dicancel krn katanya macet di jalan. Stlh dicancel, ternyata proses tetap berlangsung. Sy tdk dijemput, tetapi driver tetap menyelesaikan trip. Saldo sy kepotong hampir 200.000 !!! Benar2 mengecewakan sistem keamanan aplikasi gojek !!! Stlh kejadian itu, langsung auto un-install aplikasi yg tidak aman spt ini !!!",1,131,5.6.1,2025-01-18 22:30:58,"Hai Kak @amygos, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhan yang kakak alami, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek lebih lanjut ya. ^Miko",2025-01-19 03:35:15,5.6.1
5bd815bb-e0f6-4d37-84f8-5cb3b178a532,Amy Lie,https://play-lh.googleusercontent.com/a-/ALV-UjXnL_l5U7iJ_DTooR5DIBHE0oVDpz9vDfxrwetV80a8dbJmBFIg,"Aplikasi rribet!! Ini aplikasi yg sangat menjengkelkan. Saya mau pindahin app gojek saya kehp baru, ga bisa terus, sudah sebulan lebih ga bisa. Minta scan wajah trus. Shari cuma 3x scan. Ga bisa masuk, dan ga bisa pindahin. Aturan tinggal masuk pake kode otp aja, nyusahin orang. Kalo bukan krna ada banyak saldo, dan saya butuh akun gojek saya untuk meredeem hadiah (karna sudah terdaftar dari no hp saya, no hp saya resmi ya, dftr pake kk jg) dan hp lama saya rusak dan retak layarnya hitam diatas.",1,17,5.12.1,2025-03-08 08:53:14,"Hai Kak Amy, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-25-067-0914-04396 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2025-03-08 09:14:20,5.12.1
ea4f359a-d30d-488a-8145-f821c47ac279,Andy Putra,https://play-lh.googleusercontent.com/a-/ALV-UjU_xv7LNG3wTspFyeTe66uPWsJhNLiTCqY3bTlF5UlM-e6OMdU6,"Saya pesan makanan dengan estimasi yang terlambat sangat lama, mana nggk bisa di cancel, seharusnya ada opsi untuk pembeli go food kalau waktu jauh melebihi estimasi bisa di cancel, atau setidaknya ada room chat buat pembeli dan pihak resto buat berpesan, terlambat hampir 1 jam itu apa maksudnya ??? Kalo memang resto atau driver nggak bisa on time langsung beri info biar saya tidak menunggu lama !!!! Kalo memang tidak bisa setidaknya ngomong !!! Biar saya punya opsi cari di tempat lain !!!",1,196,5.6.1,2025-01-02 12:24:46,"Hai Kak Andy, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2025-01-02 17:30:24,5.6.1
c1a0644a-0c26-4b30-85d2-80ba35634dc4,Rin's Utamie Official,https://play-lh.googleusercontent.com/a-/ALV-UjW8Ui3JUqO9I0UiOMvEbNXdaO_j5GD1YBWWakg_uF6NkoR89Jk,"Hanya mau protes aja. Pliss kalian itu udah dapat dr internet, dr customer, dr mitra yg kalian potong gak kira2. Artinya aplikasi ini emang banyak penggunanya, kalo misal ada penurunan pemakaian, ya diperbaiki sistemnya dan pelayanannya. ASLI.. Iklan gojek ini nongol diaplikasi lain dgn SANGAT MENGGANGGU SEKALI! Sangat sering dan berulang-ulang dalam sekali tayang harus klik tanda silang 2-3 kali, bahkan durasinya jg lama. SANGAT MENGGANGGU SEKALI!! Tolong ngiklan yg ngotak dong!!",2,80,5.9.1,2025-02-10 16:47:29,"Hai Kak @Rin's Utamie Official, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maya",2025-02-11 01:19:07,5.9.1
458e3487-759a-40ca-8958-4344293ce35e,natasya safarani,https://play-lh.googleusercontent.com/a-/ALV-UjViXGOHJv17HOATRiSu8S52LUY3RSzuAWjhBmY4jbW8uJ4R7stO,"Ga pernah bisa 100% percaya dgn map nya gojek walaupun sudah di setting rumah, sudah di setting pin poin, pakai koordinat, walaupun hidup GPS, map ny ga sepintar map nya grab yang titik 100% sesuai dgn ekspektasi. Sebagai pengguna disuruh cek and recheck yang mana ya ga efektif kalau buru buru. Berkali kali pesan goride ujung2 disuruh jalan sm mitra karena titik berbeda. Padahal sudah percaya dgn mapnya dan pasang pin poin. Tolong diperbaiki ya. Lokasi jemput / antar mu tidak pernah akurat",1,104,5.8.1,2025-01-26 03:08:49,"Hai, Kak Natasya. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2025-01-26 07:32:29,5.8.1
76f22194-3f64-400b-a925-02d6cf284ce9,Lin Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjWrFUkt2yaK2tpdhMUTYssMUGUDXDU17ywICi_KXVYjvKXyKU6U,"Noted: Sudah ditanggap cepat sama pihak gojek. Terimakasih.. Bintang sudah saya perbaiki.. ((Setelah upgrade ke jago, saldo hilang entah kemana padahal belum dipake buat transaksi apapun. Dan gak ada pemberitahuan ni uang dipindah kemana. Komplain di email sama CS nya juga gak ada tanggapan. Gimana maksudnya coba?))",5,87,5.11.1,2025-03-02 21:16:28,"Hai Kak Wijaya, mohon maaf atas ketidaknyamanannya. Terkait laporanmu sudah ada tiket dinomor 209737761 dan sedang ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi GoPay atau Gojek kamu ya. ^Miko",2025-03-02 10:53:00,5.11.1
f2b8303d-1b3a-44d3-b8dc-414b09072254,izzah dienillah,https://play-lh.googleusercontent.com/a-/ALV-UjU61cL08J4XIGP2CqkNQfUfd1Ta7MhXneB6rsjc0DzYe9f7gjs,"Buruk sistemnya. Kalo order suka dapet jarak ojol yang jauh. Jadi makan waktu. Dan suka di cancel karna jarak. Kelamaan nyari driver, ujung ujungnya di cancel karna jarak kejauhan. Gosend pun sering dapet yang ojol jarak jauh. Dan sialnya, belakangan ini dapet ojol pada males kalo cuaca lagi gerimis. Pada milih cancel. Payah.",1,14,5.11.1,2025-02-27 12:56:28,"Hai Kak Izzah, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Driver membatalkan pesanan saya"" pada kolom pencarian ya. ^Melisa",2025-02-27 13:33:54,5.11.1
d9be9b3b-609f-41e9-a169-c103f285894d,Hesti Vironika,https://play-lh.googleusercontent.com/a-/ALV-UjVwFTFp_rzQIIg7-CwUhfxb28iBs1TgK-nudJg5LOWgSxN8Epmg,"Banyak banget jenis pengiriman, kalau gak pilih yang express kadang batal pesanannya. Padahal udah nunggu 1 jam, gak semua konsumen mau pakai yang express tapi kalau gak pakai yang express kadang pesanan dibatalkan secara sepihak atau sampainya lama banget.",1,49,5.10.1,2025-02-25 12:47:52,"Hai Kak Hesti, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-02-25 13:05:49,5.10.1
fb77149e-d4bf-4168-9385-746bf52be3d3,Dhea Pangestu,https://play-lh.googleusercontent.com/a/ACg8ocIVlzkU9XCg_VkShO_CVUu9j7sUfr5JYY4B4w8Gb3V4FV43fg=mo,"Aplikasi sebenernya bagus. Cuma kurang suka aja sama sistem deliverynya aja. Udah disuruh tunggu 1 jam, ga ada progress, gabisa di cancel dr customer, ditungguin lebih lama lg tiba2 di cancel dari gojeknya krn ga dapet driver! Gada kompensasi apapun, buang buang waktu.",2,111,5.7.2,2025-01-28 13:25:26,"Hai Kak Dhea, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Maura",2025-01-28 14:16:04,5.7.2
5488ebde-7210-4fec-b80f-1136078fe32c,Jerry h,https://play-lh.googleusercontent.com/a/ACg8ocITu9B1PP9DwrLhvOw8akmn_99YjLKIkKVCC1TcznOFm0c=mo,"Kalau ketentuan untuk semua Gocar, bisa diterapkan kyk peraturan Bluebird,kurang lebih atau bahkan bisa jauh lebih bagus, Mulai dari Driver nya Diseleksi Lebih baik, Dari Ketentuan dan Keamanan Kaca Kendaraan lebih baik, tidak boleh Gelap, Kebersihan Dan keterawatan kendaraan dan sebagainya, Sampai saat ini setiap kali pakai gocar masih kadang dapet yang gak worth it dengan harga,amannya dan nyamannya. Kalau bisa di setiap perjalanan pakai gocar bisa selalu nyaman, aman & Hemat+Driver tau jalan",2,87,5.10.1,2025-02-11 07:40:48,"Hai Kak Jerry, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Maura",2025-02-11 08:42:20,5.10.1
d819e1c5-e198-4e58-acb4-8a40b723b084,Thalia Kirei Nurpriyanto Putri I9IO4259,https://play-lh.googleusercontent.com/a-/ALV-UjUsVWDS_rixA1DOf9e5d_2FEM-pKV5uHeRDR8BgoXiqOh3hLUdS,"Sebenernya bagus, tapi semakin kesini semakin susah cari driver, status pesanan ngegantung berjam jam, ga bisa dicancel, ditungguin pun tidak kunjung dapat driver, sebenernya kekurangan driver atau gimana sih? Udah lama seperti ini tp tidak ada perbaikan!",2,95,5.7.2,2025-01-30 05:47:06,"Mohon maaf atas kendalanya, Kak Thalia. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maya",2025-01-30 08:08:42,5.7.2
